Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 02   River: 1   Reach: 1 - Error Loading Profile Table. Too many rows for this table, reduce the number of reaches or profiles requested.
 1                512330.*         13OCT2011 1200     7310.89 
 1                512330.*         14OCT2011 0000     7282.10 
 1                512330.*         14OCT2011 1200     7226.48 
 1                512330.*         15OCT2011 0000     7170.07 
 1                512330.*         15OCT2011 1200     7086.59 
 1                512330.*         16OCT2011 0000     7002.15 
 1                512330.*         16OCT2011 1200     6877.04 
 1                512330.*         17OCT2011 0000     6750.48 
 1                512330.*         17OCT2011 1200     6650.59 
 1                512330.*         18OCT2011 0000     6551.45 
 1                512330.*         18OCT2011 1200     6479.22 
 1                512330.*         19OCT2011 0000     6407.93 
 1                512330.*         19OCT2011 1200     6283.06 
 1                512330.*         20OCT2011 0000     6156.54 
 1                512330.*         20OCT2011 1200     6070.26 
 1                512330.*         21OCT2011 0000     5985.26 
 1                512330.*         21OCT2011 1200     5860.00 
 1                512330.*         22OCT2011 0000     5733.34 
 1                512330.*         22OCT2011 1200     5727.49 
 1                512330.*         23OCT2011 0000     5725.73 
 1                512330.*         23OCT2011 1200     5738.01 
 1                512330.*         24OCT2011 0000     5751.10 
 1                512330.*         24OCT2011 1200     5831.76 
 1                512330.*         25OCT2011 0000     5915.07 
 1                512330.*         25OCT2011 1200     5958.56 
 1                512330.*         26OCT2011 0000     6000.83 
 1                512330.*         26OCT2011 1200     6056.47 
 1                512330.*         27OCT2011 0000     6112.60 
 1                512330.*         27OCT2011 1200     6209.10 
 1                512330.*         28OCT2011 0000     6307.13 
 1                512330.*         28OCT2011 1200     6392.02 
 1                512330.*         29OCT2011 0000     6476.59 
 1                512330.*         29OCT2011 1200     6628.45 
 1                512330.*         30OCT2011 0000     6782.80 
 1                512330.*         30OCT2011 1200     6924.23 
 1                512330.*         31OCT2011 0000     7065.46 
 1                512330.*         31OCT2011 1200     7152.90 
 1                512330.*         01NOV2011 0000     7238.50 
 1                512330.*         01NOV2011 1200     7269.81 
 1                512330.*         02NOV2011 0000     7299.08 
 1                512330.*         02NOV2011 1200     7328.01 
 1                512330.*         03NOV2011 0000     7356.78 
 1                512330.*         03NOV2011 1200     7358.48 
 1                512330.*         04NOV2011 0000     7359.21 
 1                512330.*         04NOV2011 1200     7332.83 
 1                512330.*         05NOV2011 0000     7305.47 
 1                512330.*         05NOV2011 1200     7291.32 
 1                512330.*         06NOV2011 0000     7277.43 
 1                512330.*         06NOV2011 1200     7317.46 
 1                512330.*         07NOV2011 0000     7359.28 
 1                512330.*         07NOV2011 1200     7374.45 
 1                512330.*         08NOV2011 0000     7388.85 
 1                512330.*         08NOV2011 1200     7443.61 
 1                512330.*         09NOV2011 0000     7499.69 
 1                512330.*         09NOV2011 1200     7529.01 
 1                512330.*         10NOV2011 0000     7557.48 
 1                512330.*         10NOV2011 1200     7572.39 
 1                512330.*         11NOV2011 0000     7586.81 
 1                512330.*         11NOV2011 1200     7668.69 
 1                512330.*         12NOV2011 0000     7752.81 
 1                512330.*         12NOV2011 1200     7810.25 
 1                512330.*         13NOV2011 0000     7866.92 
 1                512330.*         13NOV2011 1200     7774.87 
 1                512330.*         14NOV2011 0000     7677.80 
 1                512330.*         14NOV2011 1200     7539.41 
 1                512330.*         15NOV2011 0000     7399.32 
 1                512330.*         15NOV2011 1200     7285.87 
 1                512330.*         16NOV2011 0000     7173.11 
 1                512330.*         16NOV2011 1200     7127.83 
 1                512330.*         17NOV2011 0000     7084.75 
 1                512330.*         17NOV2011 1200     6988.00 
 1                512330.*         18NOV2011 0000     6889.56 
 1                512330.*         18NOV2011 1200     6912.33 
 1                512330.*         19NOV2011 0000     6939.09 
 1                512330.*         19NOV2011 1200     7006.91 
 1                512330.*         20NOV2011 0000     7076.39 
 1                512330.*         20NOV2011 1200     7213.67 
 1                512330.*         21NOV2011 0000     7353.49 
 1                512330.*         21NOV2011 1200     7534.41 
 1                512330.*         22NOV2011 0000     7717.06 
 1                512330.*         22NOV2011 1200     7913.60 
 1                512330.*         23NOV2011 0000     8110.82 
 1                512330.*         23NOV2011 1200     8402.95 
 1                512330.*         24NOV2011 0000     8698.49 
 1                512330.*         24NOV2011 1200     9183.88 
 1                512330.*         25NOV2011 0000     9676.12 
 1                512330.*         25NOV2011 1200    10156.14 
 1                512330.*         26NOV2011 0000    10636.38 
 1                512330.*         26NOV2011 1200    11116.93 
 1                512330.*         27NOV2011 0000    11597.74 
 1                512330.*         27NOV2011 1200    12051.69 
 1                512330.*         28NOV2011 0000    12504.95 
 1                512330.*         28NOV2011 1200    13298.01 
 1                512330.*         29NOV2011 0000    14101.60 
 1                512330.*         29NOV2011 1200    14389.62 
 1                512330.*         30NOV2011 0000    14663.18 
 1                512330.*         30NOV2011 1200    14975.76 
 1                512330.*         01DEC2011 0000    15288.68 
 1                512330.*         01DEC2011 1200    15451.28 
 1                512330.*         02DEC2011 0000    15609.59 
 1                512330.*         02DEC2011 1200    15739.84 
 1                512330.*         03DEC2011 0000    15868.94 
 1                512330.*         03DEC2011 1200    16052.26 
 1                512330.*         04DEC2011 0000    16236.76 
 1                512330.*         04DEC2011 1200    16434.92 
 1                512330.*         05DEC2011 0000    16633.41 
 1                512330.*         05DEC2011 1200    17077.90 
 1                512330.*         06DEC2011 0000    17528.68 
 1                512330.*         06DEC2011 1200    17871.07 
 1                512330.*         07DEC2011 0000    18211.23 
 1                512330.*         07DEC2011 1200    18551.15 
 1                512330.*         08DEC2011 0000    18891.08 
 1                512330.*         08DEC2011 1200    19326.81 
 1                512330.*         09DEC2011 0000    19764.87 
 1                512330.*         09DEC2011 1200    20080.07 
 1                512330.*         10DEC2011 0000    20392.46 
 1                512330.*         10DEC2011 1200    20773.02 
 1                512330.*         11DEC2011 0000    21155.05 
 1                512330.*         11DEC2011 1200    21454.98 
 1                512330.*         12DEC2011 0000    21753.11 
 1                512330.*         12DEC2011 1200    22050.98 
 1                512330.*         13DEC2011 0000    22348.73 
 1                512330.*         13DEC2011 1200    22495.52 
 1                512330.*         14DEC2011 0000    22638.82 
 1                512330.*         14DEC2011 1200    22685.46 
 1                512330.*         15DEC2011 0000    22729.69 
 1                512330.*         15DEC2011 1200    22924.40 
 1                512330.*         16DEC2011 0000    23122.17 
 1                512330.*         16DEC2011 1200    23224.10 
 1                512330.*         17DEC2011 0000    23324.05 
 1                512330.*         17DEC2011 1200    23451.19 
 1                512330.*         18DEC2011 0000    23578.80 
 1                512330.*         18DEC2011 1200    23637.75 
 1                512330.*         19DEC2011 0000    23695.15 
 1                512330.*         19DEC2011 1200    23793.52 
 1                512330.*         20DEC2011 0000    23892.64 
 1                512330.*         20DEC2011 1200    24005.52 
 1                512330.*         21DEC2011 0000    24118.73 
 1                512330.*         21DEC2011 1200    24177.00 
 1                512330.*         22DEC2011 0000    24234.13 
 1                512330.*         22DEC2011 1200    24291.12 
 1                512330.*         23DEC2011 0000    24348.01 
 1                512330.*         23DEC2011 1200    24487.30 
 1                512330.*         24DEC2011 0000    24628.27 
 1                512330.*         24DEC2011 1200    24728.26 
 1                512330.*         25DEC2011 0000    24827.44 
 1                512330.*         25DEC2011 1200    24926.59 
 1                512330.*         26DEC2011 0000    25025.73 
 1                512330.*         26DEC2011 1200    25221.07 
 1                512330.*         27DEC2011 0000    25418.42 
 1                512330.*         27DEC2011 1200    25341.21 
 1                512330.*         28DEC2011 0000    25258.37 
 1                512330.*         28DEC2011 1200    25051.05 
 1                512330.*         29DEC2011 0000    24840.79 
 1                512330.*         29DEC2011 1200    24643.65 
 1                512330.*         30DEC2011 0000    24446.42 
 1                512330.*         30DEC2011 1200    24290.19 
 1                512330.*         31DEC2011 0000    24134.67 
 1                512330.*         31DEC2011 1200    23924.21 
 1                512330.*         01JAN2012 0000    23712.62 
                                                              
 1                511330.*         01JAN2011 0000     7900.40 
 1                511330.*         01JAN2011 1200     8033.94 
 1                511330.*         02JAN2011 0000     8173.04 
 1                511330.*         02JAN2011 1200     8059.34 
 1                511330.*         03JAN2011 0000     7935.58 
 1                511330.*         03JAN2011 1200     7863.87 
 1                511330.*         04JAN2011 0000     7793.67 
 1                511330.*         04JAN2011 1200     7736.73 
 1                511330.*         05JAN2011 0000     7680.21 
 1                511330.*         05JAN2011 1200     7610.37 
 1                511330.*         06JAN2011 0000     7539.98 
 1                511330.*         06JAN2011 1200     7469.43 
 1                511330.*         07JAN2011 0000     7398.84 
 1                511330.*         07JAN2011 1200     7341.62 
 1                511330.*         08JAN2011 0000     7284.97 
 1                511330.*         08JAN2011 1200     7335.05 
 1                511330.*         09JAN2011 0000     7389.59 
 1                511330.*         09JAN2011 1200     7524.79 
 1                511330.*         10JAN2011 0000     7663.73 
 1                511330.*         10JAN2011 1200     7936.86 
 1                511330.*         11JAN2011 0000     8216.29 
 1                511330.*         11JAN2011 1200     8563.78 
 1                511330.*         12JAN2011 0000     8915.01 
 1                511330.*         12JAN2011 1200     9200.34 
 1                511330.*         13JAN2011 0000     9483.36 
 1                511330.*         13JAN2011 1200     9953.62 
 1                511330.*         14JAN2011 0000    10431.74 
 1                511330.*         14JAN2011 1200    10589.56 
 1                511330.*         15JAN2011 0000    10734.97 
 1                511330.*         15JAN2011 1200    10744.55 
 1                511330.*         16JAN2011 0000    10748.17 
 1                511330.*         16JAN2011 1200    10696.87 
 1                511330.*         17JAN2011 0000    10642.89 
 1                511330.*         17JAN2011 1200    10386.80 
 1                511330.*         18JAN2011 0000    10122.75 
 1                511330.*         18JAN2011 1200    10018.36 
 1                511330.*         19JAN2011 0000     9919.21 
 1                511330.*         19JAN2011 1200     9713.13 
 1                511330.*         20JAN2011 0000     9503.15 
 1                511330.*         20JAN2011 1200     9252.22 
 1                511330.*         21JAN2011 0000     8999.44 
 1                511330.*         21JAN2011 1200     8746.23 
 1                511330.*         22JAN2011 0000     8492.76 
 1                511330.*         22JAN2011 1200     8279.25 
 1                511330.*         23JAN2011 0000     8067.08 
 1                511330.*         23JAN2011 1200     7948.87 
 1                511330.*         24JAN2011 0000     7834.29 
 1                511330.*         24JAN2011 1200     7720.18 
 1                511330.*         25JAN2011 0000     7606.29 
 1                511330.*         25JAN2011 1200     7612.88 
 1                511330.*         26JAN2011 0000     7624.40 
 1                511330.*         26JAN2011 1200     7663.58 
 1                511330.*         27JAN2011 0000     7704.34 
 1                511330.*         27JAN2011 1200     7732.20 
 1                511330.*         28JAN2011 0000     7759.79 
 1                511330.*         28JAN2011 1200     7693.97 
 1                511330.*         29JAN2011 0000     7624.38 
 1                511330.*         29JAN2011 1200     7580.96 
 1                511330.*         30JAN2011 0000     7538.42 
 1                511330.*         30JAN2011 1200     7509.24 
 1                511330.*         31JAN2011 0000     7480.61 
 1                511330.*         31JAN2011 1200     7425.37 
 1                511330.*         01FEB2011 0000     7369.05 
 1                511330.*         01FEB2011 1200     7379.24 
 1                511330.*         02FEB2011 0000     7392.19 
 1                511330.*         02FEB2011 1200     7432.26 
 1                511330.*         03FEB2011 0000     7473.68 
 1                511330.*         03FEB2011 1200     7502.09 
 1                511330.*         04FEB2011 0000     7530.07 
 1                511330.*         04FEB2011 1200     7598.04 
 1                511330.*         05FEB2011 0000     7667.74 
 1                511330.*         05FEB2011 1200     7791.23 
 1                511330.*         06FEB2011 0000     7917.21 
 1                511330.*         06FEB2011 1200     8016.99 
 1                511330.*         07FEB2011 0000     8115.81 
 1                511330.*         07FEB2011 1200     8121.13 
 1                511330.*         08FEB2011 0000     8122.53 
 1                511330.*         08FEB2011 1200     8136.85 
 1                511330.*         09FEB2011 0000     8151.54 
 1                511330.*         09FEB2011 1200     8206.15 
 1                511330.*         10FEB2011 0000     8262.32 
 1                511330.*         10FEB2011 1200     8398.78 
 1                511330.*         11FEB2011 0000     8538.66 
 1                511330.*         11FEB2011 1200     9000.09 
 1                511330.*         12FEB2011 0000     9475.26 
 1                511330.*         12FEB2011 1200     9685.24 
 1                511330.*         13FEB2011 0000     9885.36 
 1                511330.*         13FEB2011 1200    10084.44 
 1                511330.*         14FEB2011 0000    10283.14 
 1                511330.*         14FEB2011 1200    10334.14 
 1                511330.*         15FEB2011 0000    10379.20 
 1                511330.*         15FEB2011 1200    10356.25 
 1                511330.*         16FEB2011 0000    10330.28 
 1                511330.*         16FEB2011 1200    10223.08 
 1                511330.*         17FEB2011 0000    10112.40 
 1                511330.*         17FEB2011 1200     9813.08 
 1                511330.*         18FEB2011 0000     9506.30 
 1                511330.*         18FEB2011 1200     9412.85 
 1                511330.*         19FEB2011 0000     9326.75 
 1                511330.*         19FEB2011 1200     9174.40 
 1                511330.*         20FEB2011 0000     9019.77 
 1                511330.*         20FEB2011 1200     8905.03 
 1                511330.*         21FEB2011 0000     8791.61 
 1                511330.*         21FEB2011 1200     8638.13 
 1                511330.*         22FEB2011 0000     8483.19 
 1                511330.*         22FEB2011 1200     8274.52 
 1                511330.*         23FEB2011 0000     8063.75 
 1                511330.*         23FEB2011 1200     7906.15 
 1                511330.*         24FEB2011 0000     7750.39 
 1                511330.*         24FEB2011 1200     7741.87 
 1                511330.*         25FEB2011 0000     7739.18 
 1                511330.*         25FEB2011 1200     8098.29 
 1                511330.*         26FEB2011 0000     8472.55 
 1                511330.*         26FEB2011 1200     8929.93 
 1                511330.*         27FEB2011 0000     9392.17 
 1                511330.*         27FEB2011 1200    10016.52 
 1                511330.*         28FEB2011 0000    10648.54 
 1                511330.*         28FEB2011 1200    11470.09 
 1                511330.*         01MAR2011 0000    12300.55 
 1                511330.*         01MAR2011 1200    12918.18 
 1                511330.*         02MAR2011 0000    13528.44 
 1                511330.*         02MAR2011 1200    14124.45 
 1                511330.*         03MAR2011 0000    14719.76 
 1                511330.*         03MAR2011 1200    15449.88 
 1                511330.*         04MAR2011 0000    16184.95 
 1                511330.*         04MAR2011 1200    16650.60 
 1                511330.*         05MAR2011 0000    17107.20 
 1                511330.*         05MAR2011 1200    17995.64 
 1                511330.*         06MAR2011 0000    18898.17 
 1                511330.*         06MAR2011 1200    19219.86 
 1                511330.*         07MAR2011 0000    19523.51 
 1                511330.*         07MAR2011 1200    19729.75 
 1                511330.*         08MAR2011 0000    19931.87 
 1                511330.*         08MAR2011 1200    20513.20 
 1                511330.*         09MAR2011 0000    21105.42 
 1                511330.*         09MAR2011 1200    21848.58 
 1                511330.*         10MAR2011 0000    22596.87 
 1                511330.*         10MAR2011 1200    22924.40 
 1                511330.*         11MAR2011 0000    23240.19 
 1                511330.*         11MAR2011 1200    23404.51 
 1                511330.*         12MAR2011 0000    23563.84 
 1                511330.*         12MAR2011 1200    23694.88 
 1                511330.*         13MAR2011 0000    23824.54 
 1                511330.*         13MAR2011 1200    24021.79 
 1                511330.*         14MAR2011 0000    24220.49 
 1                511330.*         14MAR2011 1200    24146.64 
 1                511330.*         15MAR2011 0000    24065.34 
 1                511330.*         15MAR2011 1200    24228.20 
 1                511330.*         16MAR2011 0000    24397.01 
 1                511330.*         16MAR2011 1200    24593.70 
 1                511330.*         17MAR2011 0000    24791.31 
 1                511330.*         17MAR2011 1200    24716.46 
 1                511330.*         18MAR2011 0000    24634.41 
 1                511330.*         18MAR2011 1200    24837.67 
 1                511330.*         19MAR2011 0000    25047.98 
 1                511330.*         19MAR2011 1200    25204.66 
 1                511330.*         20MAR2011 0000    25360.25 
 1                511330.*         20MAR2011 1200    25556.77 
 1                511330.*         21MAR2011 0000    25754.38 
 1                511330.*         21MAR2011 1200    25706.62 
 1                511330.*         22MAR2011 0000    25652.55 
 1                511330.*         22MAR2011 1200    25802.19 
 1                511330.*         23MAR2011 0000    25956.74 
 1                511330.*         23MAR2011 1200    26098.16 
 1                511330.*         24MAR2011 0000    26239.52 
 1                511330.*         24MAR2011 1200    26394.58 
 1                511330.*         25MAR2011 0000    26550.01 
 1                511330.*         25MAR2011 1200    26705.57 
 1                511330.*         26MAR2011 0000    26861.16 
 1                511330.*         26MAR2011 1200    26948.52 
 1                511330.*         27MAR2011 0000    27034.16 
 1                511330.*         27MAR2011 1200    27201.46 
 1                511330.*         28MAR2011 0000    27370.72 
 1                511330.*         28MAR2011 1200    27212.63 
 1                511330.*         29MAR2011 0000    27046.22 
 1                511330.*         29MAR2011 1200    27192.63 
 1                511330.*         30MAR2011 0000    27346.44 
 1                511330.*         30MAR2011 1200    27501.20 
 1                511330.*         31MAR2011 0000    27656.23 
 1                511330.*         31MAR2011 1200    27797.61 
 1                511330.*         01APR2011 0000    27938.85 
 1                511330.*         01APR2011 1200    27984.59 
 1                511330.*         02APR2011 0000    28027.99 
 1                511330.*         02APR2011 1200    28180.27 
 1                511330.*         03APR2011 0000    28335.14 
 1                511330.*         03APR2011 1200    28148.93 
 1                511330.*         04APR2011 0000    27954.28 
 1                511330.*         04APR2011 1200    27621.79 
 1                511330.*         05APR2011 0000    27285.23 
 1                511330.*         05APR2011 1200    27125.30 
 1                511330.*         06APR2011 0000    26969.27 
 1                511330.*         06APR2011 1200    26799.87 
 1                511330.*         07APR2011 0000    26630.21 
 1                511330.*         07APR2011 1200    26433.18 
 1                511330.*         08APR2011 0000    26235.46 
 1                511330.*         08APR2011 1200    26146.80 
 1                511330.*         09APR2011 0000    26060.79 
 1                511330.*         09APR2011 1200    25702.16 
 1                511330.*         10APR2011 0000    25336.85 
 1                511330.*         10APR2011 1200    24929.61 
 1                511330.*         11APR2011 0000    24520.88 
 1                511330.*         11APR2011 1200    24084.37 
 1                511330.*         12APR2011 0000    23646.90 
 1                511330.*         12APR2011 1200    23250.06 
 1                511330.*         13APR2011 0000    22854.05 
 1                511330.*         13APR2011 1200    22512.51 
 1                511330.*         14APR2011 0000    22172.37 
 1                511330.*         14APR2011 1200    21927.92 
 1                511330.*         15APR2011 0000    21686.04 
 1                511330.*         15APR2011 1200    21458.17 
 1                511330.*         16APR2011 0000    21230.93 
 1                511330.*         16APR2011 1200    21085.58 
 1                511330.*         17APR2011 0000    20942.58 
 1                511330.*         17APR2011 1200    20895.37 
 1                511330.*         18APR2011 0000    20850.95 
 1                511330.*         18APR2011 1200    20888.77 
 1                511330.*         19APR2011 0000    20929.18 
 1                511330.*         19APR2011 1200    20929.37 
 1                511330.*         20APR2011 0000    20928.80 
 1                511330.*         20APR2011 1200    21023.56 
 1                511330.*         21APR2011 0000    21121.08 
 1                511330.*         21APR2011 1200    21205.50 
 1                511330.*         22APR2011 0000    21289.82 
 1                511330.*         22APR2011 1200    21442.26 
 1                511330.*         23APR2011 0000    21596.73 
 1                511330.*         23APR2011 1200    21683.57 
 1                511330.*         24APR2011 0000    21768.70 
 1                511330.*         24APR2011 1200    21962.58 
 1                511330.*         25APR2011 0000    22159.45 
 1                511330.*         25APR2011 1200    22479.30 
 1                511330.*         26APR2011 0000    22802.82 
 1                511330.*         26APR2011 1200    23058.94 
 1                511330.*         27APR2011 0000    23313.58 
 1                511330.*         27APR2011 1200    23500.06 
 1                511330.*         28APR2011 0000    23684.70 
 1                511330.*         28APR2011 1200    23991.82 
 1                511330.*         29APR2011 0000    24302.15 
 1                511330.*         29APR2011 1200    24640.20 
 1                511330.*         30APR2011 0000    24979.20 
 1                511330.*         30APR2011 1200    25495.68 
 1                511330.*         01MAY2011 0000    26017.13 
 1                511330.*         01MAY2011 1200    26744.05 
 1                511330.*         02MAY2011 0000    27476.96 
 1                511330.*         02MAY2011 1200    28306.55 
 1                511330.*         03MAY2011 0000    29139.34 
 1                511330.*         03MAY2011 1200    29645.33 
 1                511330.*         04MAY2011 0000    30143.34 
 1                511330.*         04MAY2011 1200    30695.01 
 1                511330.*         05MAY2011 0000    31247.53 
 1                511330.*         05MAY2011 1200    31718.07 
 1                511330.*         06MAY2011 0000    32186.57 
 1                511330.*         06MAY2011 1200    32777.71 
 1                511330.*         07MAY2011 0000    33371.77 
 1                511330.*         07MAY2011 1200    34212.36 
 1                511330.*         08MAY2011 0000    35059.14 
 1                511330.*         08MAY2011 1200    36181.34 
 1                511330.*         09MAY2011 0000    37311.92 
 1                511330.*         09MAY2011 1200    37896.27 
 1                511330.*         10MAY2011 0000    38467.87 
 1                511330.*         10MAY2011 1200    38955.46 
 1                511330.*         11MAY2011 0000    39440.13 
 1                511330.*         11MAY2011 1200    39856.07 
 1                511330.*         12MAY2011 0000    40270.77 
 1                511330.*         12MAY2011 1200    40643.68 
 1                511330.*         13MAY2011 0000    41014.97 
 1                511330.*         13MAY2011 1200    41323.45 
 1                511330.*         14MAY2011 0000    41623.33 
 1                511330.*         14MAY2011 1200    41996.23 
 1                511330.*         15MAY2011 0000    42358.75 
 1                511330.*         15MAY2011 1200    42453.41 
 1                511330.*         16MAY2011 0000    42542.78 
 1                511330.*         16MAY2011 1200    42845.37 
 1                511330.*         17MAY2011 0000    43162.86 
 1                511330.*         17MAY2011 1200    43524.21 
 1                511330.*         18MAY2011 0000    43888.00 
 1                511330.*         18MAY2011 1200    44836.13 
 1                511330.*         19MAY2011 0000    45802.89 
 1                511330.*         19MAY2011 1200    45829.82 
 1                511330.*         20MAY2011 0000    45834.86 
 1                511330.*         20MAY2011 1200    45837.19 
 1                511330.*         21MAY2011 0000    45839.05 
 1                511330.*         21MAY2011 1200    45716.53 
 1                511330.*         22MAY2011 0000    45591.00 
 1                511330.*         22MAY2011 1200    45314.54 
 1                511330.*         23MAY2011 0000    45033.81 
 1                511330.*         23MAY2011 1200    44816.62 
 1                511330.*         24MAY2011 0000    44602.86 
 1                511330.*         24MAY2011 1200    44319.06 
 1                511330.*         25MAY2011 0000    44035.87 
 1                511330.*         25MAY2011 1200    43821.37 
 1                511330.*         26MAY2011 0000    43607.86 
 1                511330.*         26MAY2011 1200    43606.50 
 1                511330.*         27MAY2011 0000    43606.70 
 1                511330.*         27MAY2011 1200    43606.89 
 1                511330.*         28MAY2011 0000    43607.07 
 1                511330.*         28MAY2011 1200    43056.11 
 1                511330.*         29MAY2011 0000    42493.34 
 1                511330.*         29MAY2011 1200    42202.78 
 1                511330.*         30MAY2011 0000    41918.98 
 1                511330.*         30MAY2011 1200    41776.30 
 1                511330.*         31MAY2011 0000    41634.60 
 1                511330.*         31MAY2011 1200    41420.98 
 1                511330.*         01JUN2011 0000    41207.72 
 1                511330.*         01JUN2011 1200    40995.09 
 1                511330.*         02JUN2011 0000    40782.40 
 1                511330.*         02JUN2011 1200    40555.75 
 1                511330.*         03JUN2011 0000    40329.02 
 1                511330.*         03JUN2011 1200    40051.01 
 1                511330.*         04JUN2011 0000    39769.09 
 1                511330.*         04JUN2011 1200    39567.89 
 1                511330.*         05JUN2011 0000    39368.86 
 1                511330.*         05JUN2011 1200    38671.32 
 1                511330.*         06JUN2011 0000    37965.95 
 1                511330.*         06JUN2011 1200    37424.99 
 1                511330.*         07JUN2011 0000    36886.91 
 1                511330.*         07JUN2011 1200    36365.77 
 1                511330.*         08JUN2011 0000    35843.18 
 1                511330.*         08JUN2011 1200    35484.69 
 1                511330.*         09JUN2011 0000    35129.99 
 1                511330.*         09JUN2011 1200    34778.64 
 1                511330.*         10JUN2011 0000    34425.61 
 1                511330.*         10JUN2011 1200    34072.19 
 1                511330.*         11JUN2011 0000    33718.45 
 1                511330.*         11JUN2011 1200    33091.12 
 1                511330.*         12JUN2011 0000    32457.19 
 1                511330.*         12JUN2011 1200    31740.15 
 1                511330.*         13JUN2011 0000    31020.65 
 1                511330.*         13JUN2011 1200    30710.27 
 1                511330.*         14JUN2011 0000    30409.01 
 1                511330.*         14JUN2011 1200    30013.45 
 1                511330.*         15JUN2011 0000    29616.28 
 1                511330.*         15JUN2011 1200    29519.83 
 1                511330.*         16JUN2011 0000    29431.17 
 1                511330.*         16JUN2011 1200    28647.16 
 1                511330.*         17JUN2011 0000    27846.54 
 1                511330.*         17JUN2011 1200    27480.39 
 1                511330.*         18JUN2011 0000    27123.45 
 1                511330.*         18JUN2011 1200    26686.30 
 1                511330.*         19JUN2011 0000    26248.80 
 1                511330.*         19JUN2011 1200    25811.16 
 1                511330.*         20JUN2011 0000    25373.36 
 1                511330.*         20JUN2011 1200    24990.07 
 1                511330.*         21JUN2011 0000    24607.99 
 1                511330.*         21JUN2011 1200    23912.15 
 1                511330.*         22JUN2011 0000    23208.31 
 1                511330.*         22JUN2011 1200    22721.44 
 1                511330.*         23JUN2011 0000    22239.49 
 1                511330.*         23JUN2011 1200    21826.21 
 1                511330.*         24JUN2011 0000    21414.89 
 1                511330.*         24JUN2011 1200    21031.18 
 1                511330.*         25JUN2011 0000    20648.40 
 1                511330.*         25JUN2011 1200    20252.26 
 1                511330.*         26JUN2011 0000    19855.87 
 1                511330.*         26JUN2011 1200    19432.35 
 1                511330.*         27JUN2011 0000    19008.09 
 1                511330.*         27JUN2011 1200    18855.76 
 1                511330.*         28JUN2011 0000    18710.94 
 1                511330.*         28JUN2011 1200    18485.77 
 1                511330.*         29JUN2011 0000    18258.84 
 1                511330.*         29JUN2011 1200    18671.48 
 1                511330.*         30JUN2011 0000    19101.93 
 1                511330.*         30JUN2011 1200    19018.00 
 1                511330.*         01JUL2011 0000    18921.23 
 1                511330.*         01JUL2011 1200    18890.76 
 1                511330.*         02JUL2011 0000    18862.04 
 1                511330.*         02JUL2011 1200    18765.50 
 1                511330.*         03JUL2011 0000    18667.10 
 1                511330.*         03JUL2011 1200    18609.35 
 1                511330.*         04JUL2011 0000    18552.53 
 1                511330.*         04JUL2011 1200    18550.50 
 1                511330.*         05JUL2011 0000    18549.82 
 1                511330.*         05JUL2011 1200    18983.83 
 1                511330.*         06JUL2011 0000    19430.82 
 1                511330.*         06JUL2011 1200    19445.25 
 1                511330.*         07JUL2011 0000    19447.98 
 1                511330.*         07JUL2011 1200    19449.22 
 1                511330.*         08JUL2011 0000    19450.02 
 1                511330.*         08JUL2011 1200    19450.90 
 1                511330.*         09JUL2011 0000    19451.45 
 1                511330.*         09JUL2011 1200    19492.63 
 1                511330.*         10JUL2011 0000    19534.88 
 1                511330.*         10JUL2011 1200    19495.76 
 1                511330.*         11JUL2011 0000    19454.32 
 1                511330.*         11JUL2011 1200    19412.53 
 1                511330.*         12JUL2011 0000    19370.58 
 1                511330.*         12JUL2011 1200    19328.47 
 1                511330.*         13JUL2011 0000    19286.26 
 1                511330.*         13JUL2011 1200    19162.49 
 1                511330.*         14JUL2011 0000    19036.35 
 1                511330.*         14JUL2011 1200    18882.63 
 1                511330.*         15JUL2011 0000    18727.89 
 1                511330.*         15JUL2011 1200    18627.27 
 1                511330.*         16JUL2011 0000    18528.04 
 1                511330.*         16JUL2011 1200    18401.78 
 1                511330.*         17JUL2011 0000    18274.78 
 1                511330.*         17JUL2011 1200    18093.34 
 1                511330.*         18JUL2011 0000    17910.27 
 1                511330.*         18JUL2011 1200    17835.46 
 1                511330.*         19JUL2011 0000    17763.73 
 1                511330.*         19JUL2011 1200    17543.04 
 1                511330.*         20JUL2011 0000    17318.15 
 1                511330.*         20JUL2011 1200    16997.64 
 1                511330.*         21JUL2011 0000    16674.13 
 1                511330.*         21JUL2011 1200    16539.97 
 1                511330.*         22JUL2011 0000    16411.12 
 1                511330.*         22JUL2011 1200    16106.56 
 1                511330.*         23JUL2011 0000    15797.04 
 1                511330.*         23JUL2011 1200    15459.71 
 1                511330.*         24JUL2011 0000    15121.27 
 1                511330.*         24JUL2011 1200    14728.38 
 1                511330.*         25JUL2011 0000    14333.69 
 1                511330.*         25JUL2011 1200    14141.71 
 1                511330.*         26JUL2011 0000    13955.71 
 1                511330.*         26JUL2011 1200    13892.28 
 1                511330.*         27JUL2011 0000    13833.03 
 1                511330.*         27JUL2011 1200    13652.89 
 1                511330.*         28JUL2011 0000    13469.33 
 1                511330.*         28JUL2011 1200    13690.95 
 1                511330.*         29JUL2011 0000    13925.55 
 1                511330.*         29JUL2011 1200    13540.53 
 1                511330.*         30JUL2011 0000    13136.45 
 1                511330.*         30JUL2011 1200    12851.50 
